ID,Parameter_ID,Construction_ID,Code_ID,Value
mand1415-nonegenericnouns-c-free-choice,c-free-choice,mand1415-nonegenericnouns,c-free-choice-no,no
dutc1256-danook-c-specific-known,c-specific-known,dutc1256-danook,c-specific-known-no,no
dutc1256-danook-c-specific-unknown,c-specific-unknown,dutc1256-danook,c-specific-unknown-no,no
dutc1256-danook-c-irrealis-nsp,c-irrealis-nsp,dutc1256-danook,c-irrealis-nsp-yes,yes
dutc1256-danook-c-question,c-question,dutc1256-danook,c-question-yes,yes
dutc1256-danook-c-conditional,c-conditional,dutc1256-danook,c-conditional-yes,yes
dutc1256-danook-c-indirect-negation,c-indirect-negation,dutc1256-danook,c-indirect-negation-yes,yes
dutc1256-danook-c-direct-negation,c-direct-negation,dutc1256-danook,c-direct-negation-no,no
dutc1256-danook-c-comparative,c-comparative,dutc1256-danook,c-comparative-yes,yes
dutc1256-danook-c-free-choice,c-free-choice,dutc1256-danook,c-free-choice-yes,yes
icel1247-ein--c-specific-known,c-specific-known,icel1247-ein-,c-specific-known-yes,yes
icel1247-ein--c-specific-unknown,c-specific-unknown,icel1247-ein-,c-specific-unknown-yes,yes
icel1247-ein--c-irrealis-nsp,c-irrealis-nsp,icel1247-ein-,c-irrealis-nsp-yes,yes
icel1247-ein--c-question,c-question,icel1247-ein-,c-question-yes,yes
icel1247-ein--c-conditional,c-conditional,icel1247-ein-,c-conditional-yes,yes
icel1247-ein--c-indirect-negation,c-indirect-negation,icel1247-ein-,c-indirect-negation-no,no
icel1247-ein--c-direct-negation,c-direct-negation,icel1247-ein-,c-direct-negation-no,no
icel1247-ein--c-comparative,c-comparative,icel1247-ein-,c-comparative-no,no
icel1247-ein--c-free-choice,c-free-choice,icel1247-ein-,c-free-choice-no,no
apam1237-nonebarewh-c-specific-known,c-specific-known,apam1237-nonebarewh,c-specific-known-yes,yes
apam1237-nonebarewh-c-specific-unknown,c-specific-unknown,apam1237-nonebarewh,c-specific-unknown-yes,yes
apam1237-nonebarewh-c-irrealis-nsp,c-irrealis-nsp,apam1237-nonebarewh,c-irrealis-nsp-no,no
apam1237-nonebarewh-c-question,c-question,apam1237-nonebarewh,c-question-no,no
apam1237-nonebarewh-c-conditional,c-conditional,apam1237-nonebarewh,c-conditional-no,no
apam1237-nonebarewh-c-indirect-negation,c-indirect-negation,apam1237-nonebarewh,c-indirect-negation-no,no
apam1237-nonebarewh-c-direct-negation,c-direct-negation,apam1237-nonebarewh,c-direct-negation-no,no
apam1237-nonebarewh-c-comparative,c-comparative,apam1237-nonebarewh,c-comparative-no,no
apam1237-nonebarewh-c-free-choice,c-free-choice,apam1237-nonebarewh,c-free-choice-no,no
