ID,Parameter_ID,Construction_ID,Code_ID,Value
ital1282-nessuno-c-specific-unknown,c-specific-unknown,ital1282-nessuno,c-specific-unknown-no,no
ital1282-nessuno-c-irrealis-nsp,c-irrealis-nsp,ital1282-nessuno,c-irrealis-nsp-no,no
ital1282-nessuno-c-question,c-question,ital1282-nessuno,c-question-yes,yes
ital1282-nessuno-c-conditional,c-conditional,ital1282-nessuno,c-conditional-no,no
ital1282-nessuno-c-indirect-negation,c-indirect-negation,ital1282-nessuno,c-indirect-negation-yes,yes
ital1282-nessuno-c-direct-negation,c-direct-negation,ital1282-nessuno,c-direct-negation-yes,yes
ital1282-nessuno-c-comparative,c-comparative,ital1282-nessuno,c-comparative-no,no
ital1282-nessuno-c-free-choice,c-free-choice,ital1282-nessuno,c-free-choice-no,no
ital1282-qualche-c-specific-known,c-specific-known,ital1282-qualche,c-specific-known-yes,yes
ital1282-qualche-c-specific-unknown,c-specific-unknown,ital1282-qualche,c-specific-unknown-yes,yes
ital1282-qualche-c-irrealis-nsp,c-irrealis-nsp,ital1282-qualche,c-irrealis-nsp-yes,yes
ital1282-qualche-c-question,c-question,ital1282-qualche,c-question-yes,yes
ital1282-qualche-c-conditional,c-conditional,ital1282-qualche,c-conditional-yes,yes
ital1282-qualche-c-indirect-negation,c-indirect-negation,ital1282-qualche,c-indirect-negation-yes,yes
ital1282-qualche-c-direct-negation,c-direct-negation,ital1282-qualche,c-direct-negation-no,no
ital1282-qualche-c-comparative,c-comparative,ital1282-qualche,c-comparative-no,no
ital1282-qualche-c-free-choice,c-free-choice,ital1282-qualche,c-free-choice-no,no
ital1282--unque-c-specific-known,c-specific-known,ital1282--unque,c-specific-known-no,no
ital1282--unque-c-specific-unknown,c-specific-unknown,ital1282--unque,c-specific-unknown-no,no
ital1282--unque-c-irrealis-nsp,c-irrealis-nsp,ital1282--unque,c-irrealis-nsp-no,no
ital1282--unque-c-question,c-question,ital1282--unque,c-question-no,no
ital1282--unque-c-conditional,c-conditional,ital1282--unque,c-conditional-no,no
ital1282--unque-c-indirect-negation,c-indirect-negation,ital1282--unque,c-indirect-negation-no,no
ital1282--unque-c-direct-negation,c-direct-negation,ital1282--unque,c-direct-negation-no,no
ital1282--unque-c-comparative,c-comparative,ital1282--unque,c-comparative-yes,yes
ital1282--unque-c-free-choice,c-free-choice,ital1282--unque,c-free-choice-yes,yes
roma1327-ni--c-specific-known,c-specific-known,roma1327-ni-,c-specific-known-no,no
roma1327-ni--c-specific-unknown,c-specific-unknown,roma1327-ni-,c-specific-unknown-no,no
roma1327-ni--c-irrealis-nsp,c-irrealis-nsp,roma1327-ni-,c-irrealis-nsp-no,no
roma1327-ni--c-question,c-question,roma1327-ni-,c-question-no,no
roma1327-ni--c-conditional,c-conditional,roma1327-ni-,c-conditional-no,no
roma1327-ni--c-indirect-negation,c-indirect-negation,roma1327-ni-,c-indirect-negation-yes,yes
roma1327-ni--c-direct-negation,c-direct-negation,roma1327-ni-,c-direct-negation-yes,yes
roma1327-ni--c-comparative,c-comparative,roma1327-ni-,c-comparative-no,no
roma1327-ni--c-free-choice,c-free-choice,roma1327-ni-,c-free-choice-no,no
roma1327-ori--c-specific-known,c-specific-known,roma1327-ori-,c-specific-known-no,no
roma1327-ori--c-specific-unknown,c-specific-unknown,roma1327-ori-,c-specific-unknown-no,no
roma1327-ori--c-irrealis-nsp,c-irrealis-nsp,roma1327-ori-,c-irrealis-nsp-no,no
roma1327-ori--c-question,c-question,roma1327-ori-,c-question-no,no
roma1327-ori--c-conditional,c-conditional,roma1327-ori-,c-conditional-no,no
roma1327-ori--c-indirect-negation,c-indirect-negation,roma1327-ori-,c-indirect-negation-no,no
roma1327-ori--c-direct-negation,c-direct-negation,roma1327-ori-,c-direct-negation-no,no
roma1327-ori--c-comparative,c-comparative,roma1327-ori-,c-comparative-yes,yes
roma1327-ori--c-free-choice,c-free-choice,roma1327-ori-,c-free-choice-yes,yes
roma1327--va-c-specific-known,c-specific-known,roma1327--va,c-specific-known-yes,yes
roma1327--va-c-specific-unknown,c-specific-unknown,roma1327--va,c-specific-unknown-yes,yes
roma1327--va-c-irrealis-nsp,c-irrealis-nsp,roma1327--va,c-irrealis-nsp-yes,yes
roma1327--va-c-question,c-question,roma1327--va,c-question-yes,yes
roma1327--va-c-conditional,c-conditional,roma1327--va,c-conditional-yes,yes
roma1327--va-c-indirect-negation,c-indirect-negation,roma1327--va,c-indirect-negation-no,no
roma1327--va-c-direct-negation,c-direct-negation,roma1327--va,c-direct-negation-no,no
roma1327--va-c-comparative,c-comparative,roma1327--va,c-comparative-no,no
roma1327--va-c-free-choice,c-free-choice,roma1327--va,c-free-choice-no,no
roma1327-vre-un-c-specific-known,c-specific-known,roma1327-vre-un,c-specific-known-no,no
roma1327-vre-un-c-specific-unknown,c-specific-unknown,roma1327-vre-un,c-specific-unknown-no,no
roma1327-vre-un-c-irrealis-nsp,c-irrealis-nsp,roma1327-vre-un,c-irrealis-nsp-no,no
roma1327-vre-un-c-question,c-question,roma1327-vre-un,c-question-yes,yes
roma1327-vre-un-c-conditional,c-conditional,roma1327-vre-un,c-conditional-yes,yes
roma1327-vre-un-c-indirect-negation,c-indirect-negation,roma1327-vre-un,c-indirect-negation-yes,yes
roma1327-vre-un-c-direct-negation,c-direct-negation,roma1327-vre-un,c-direct-negation-no,no
roma1327-vre-un-c-comparative,c-comparative,roma1327-vre-un,c-comparative-no,no
roma1327-vre-un-c-free-choice,c-free-choice,roma1327-vre-un,c-free-choice-no,no
mode1248--dhipote-c-specific-known,c-specific-known,mode1248--dhipote,c-specific-known-no,no
mode1248--dhipote-c-specific-unknown,c-specific-unknown,mode1248--dhipote,c-specific-unknown-no,no
mode1248--dhipote-c-irrealis-nsp,c-irrealis-nsp,mode1248--dhipote,c-irrealis-nsp-no,no
mode1248--dhipote-c-question,c-question,mode1248--dhipote,c-question-no,no
mode1248--dhipote-c-conditional,c-conditional,mode1248--dhipote,c-conditional-yes,yes
mode1248--dhipote-c-indirect-negation,c-indirect-negation,mode1248--dhipote,c-indirect-negation-no,no
mode1248--dhipote-c-direct-negation,c-direct-negation,mode1248--dhipote,c-direct-negation-no,no
mode1248--dhipote-c-comparative,c-comparative,mode1248--dhipote,c-comparative-yes,yes
mode1248--dhipote-c-free-choice,c-free-choice,mode1248--dhipote,c-free-choice-yes,yes
mode1248-ka--c-specific-known,c-specific-known,mode1248-ka-,c-specific-known-no,no
mode1248-ka--c-specific-unknown,c-specific-unknown,mode1248-ka-,c-specific-unknown-yes,yes
mode1248-ka--c-irrealis-nsp,c-irrealis-nsp,mode1248-ka-,c-irrealis-nsp-yes,yes
mode1248-ka--c-question,c-question,mode1248-ka-,c-question-yes,yes
mode1248-ka--c-conditional,c-conditional,mode1248-ka-,c-conditional-yes,yes
mode1248-ka--c-indirect-negation,c-indirect-negation,mode1248-ka-,c-indirect-negation-no,no
mode1248-ka--c-direct-negation,c-direct-negation,mode1248-ka-,c-direct-negation-no,no
mode1248-ka--c-comparative,c-comparative,mode1248-ka-,c-comparative-no,no
mode1248-ka--c-free-choice,c-free-choice,mode1248-ka-,c-free-choice-no,no
mode1248-tipota-c-specific-known,c-specific-known,mode1248-tipota,c-specific-known-no,no
mode1248-tipota-c-specific-unknown,c-specific-unknown,mode1248-tipota,c-specific-unknown-no,no
mode1248-tipota-c-irrealis-nsp,c-irrealis-nsp,mode1248-tipota,c-irrealis-nsp-yes,yes
mode1248-tipota-c-question,c-question,mode1248-tipota,c-question-yes,yes
mode1248-tipota-c-conditional,c-conditional,mode1248-tipota,c-conditional-yes,yes
mode1248-tipota-c-indirect-negation,c-indirect-negation,mode1248-tipota,c-indirect-negation-yes,yes
mode1248-tipota-c-direct-negation,c-direct-negation,mode1248-tipota,c-direct-negation-yes,yes
mode1248-tipota-c-comparative,c-comparative,mode1248-tipota,c-comparative-no,no
mode1248-tipota-c-free-choice,c-free-choice,mode1248-tipota,c-free-choice-no,no
bulg1262-ni--c-specific-known,c-specific-known,bulg1262-ni-,c-specific-known-no,no
bulg1262-ni--c-specific-unknown,c-specific-unknown,bulg1262-ni-,c-specific-unknown-no,no
bulg1262-ni--c-irrealis-nsp,c-irrealis-nsp,bulg1262-ni-,c-irrealis-nsp-no,no
bulg1262-ni--c-question,c-question,bulg1262-ni-,c-question-no,no
bulg1262-ni--c-conditional,c-conditional,bulg1262-ni-,c-conditional-no,no
bulg1262-ni--c-indirect-negation,c-indirect-negation,bulg1262-ni-,c-indirect-negation-yes,yes
bulg1262-ni--c-direct-negation,c-direct-negation,bulg1262-ni-,c-direct-negation-yes,yes
bulg1262-ni--c-comparative,c-comparative,bulg1262-ni-,c-comparative-no,no
bulg1262-ni--c-free-choice,c-free-choice,bulg1262-ni-,c-free-choice-no,no
bulg1262-nja--c-specific-known,c-specific-known,bulg1262-nja-,c-specific-known-yes,yes
bulg1262-nja--c-specific-unknown,c-specific-unknown,bulg1262-nja-,c-specific-unknown-yes,yes
bulg1262-nja--c-irrealis-nsp,c-irrealis-nsp,bulg1262-nja-,c-irrealis-nsp-yes,yes
bulg1262-nja--c-question,c-question,bulg1262-nja-,c-question-yes,yes
bulg1262-nja--c-conditional,c-conditional,bulg1262-nja-,c-conditional-yes,yes
bulg1262-nja--c-indirect-negation,c-indirect-negation,bulg1262-nja-,c-indirect-negation-no,no
bulg1262-nja--c-direct-negation,c-direct-negation,bulg1262-nja-,c-direct-negation-no,no
bulg1262-nja--c-comparative,c-comparative,bulg1262-nja-,c-comparative-no,no
bulg1262-nja--c-free-choice,c-free-choice,bulg1262-nja-,c-free-choice-no,no
bulg1262--toidae-c-specific-known,c-specific-known,bulg1262--toidae,c-specific-known-no,no
bulg1262--toidae-c-specific-unknown,c-specific-unknown,bulg1262--toidae,c-specific-unknown-no,no
bulg1262--toidae-c-irrealis-nsp,c-irrealis-nsp,bulg1262--toidae,c-irrealis-nsp-no,no
bulg1262--toidae-c-question,c-question,bulg1262--toidae,c-question-no,no
bulg1262--toidae-c-conditional,c-conditional,bulg1262--toidae,c-conditional-yes,yes
bulg1262--toidae-c-indirect-negation,c-indirect-negation,bulg1262--toidae,c-indirect-negation-yes,yes
bulg1262--toidae-c-direct-negation,c-direct-negation,bulg1262--toidae,c-direct-negation-no,no
bulg1262--toidae-c-comparative,c-comparative,bulg1262--toidae,c-comparative-yes,yes
bulg1262--toidae-c-free-choice,c-free-choice,bulg1262--toidae,c-free-choice-yes,yes
sout1528-bilo-c-specific-known,c-specific-known,sout1528-bilo,c-specific-known-no,no
sout1528-bilo-c-specific-unknown,c-specific-unknown,sout1528-bilo,c-specific-unknown-no,no
sout1528-bilo-c-irrealis-nsp,c-irrealis-nsp,sout1528-bilo,c-irrealis-nsp-no,no
sout1528-bilo-c-question,c-question,sout1528-bilo,c-question-yes,yes
sout1528-bilo-c-conditional,c-conditional,sout1528-bilo,c-conditional-yes,yes
sout1528-bilo-c-indirect-negation,c-indirect-negation,sout1528-bilo,c-indirect-negation-yes,yes
sout1528-bilo-c-direct-negation,c-direct-negation,sout1528-bilo,c-direct-negation-no,no
sout1528-bilo-c-comparative,c-comparative,sout1528-bilo,c-comparative-yes,yes
sout1528-bilo-c-free-choice,c-free-choice,sout1528-bilo,c-free-choice-yes,yes
sout1528-i--c-specific-known,c-specific-known,sout1528-i-,c-specific-known-no,no
sout1528-i--c-specific-unknown,c-specific-unknown,sout1528-i-,c-specific-unknown-no,no
sout1528-i--c-irrealis-nsp,c-irrealis-nsp,sout1528-i-,c-irrealis-nsp-no,no
sout1528-i--c-question,c-question,sout1528-i-,c-question-yes,yes
sout1528-i--c-conditional,c-conditional,sout1528-i-,c-conditional-yes,yes
sout1528-i--c-indirect-negation,c-indirect-negation,sout1528-i-,c-indirect-negation-yes,yes
sout1528-i--c-direct-negation,c-direct-negation,sout1528-i-,c-direct-negation-no,no
sout1528-i--c-comparative,c-comparative,sout1528-i-,c-comparative-yes,yes
sout1528-i--c-free-choice,c-free-choice,sout1528-i-,c-free-choice-no,no
sout1528-ne--c-specific-known,c-specific-known,sout1528-ne-,c-specific-known-yes,yes
sout1528-ne--c-specific-unknown,c-specific-unknown,sout1528-ne-,c-specific-unknown-yes,yes
sout1528-ne--c-irrealis-nsp,c-irrealis-nsp,sout1528-ne-,c-irrealis-nsp-yes,yes
sout1528-ne--c-question,c-question,sout1528-ne-,c-question-no,no
sout1528-ne--c-conditional,c-conditional,sout1528-ne-,c-conditional-no,no
sout1528-ne--c-indirect-negation,c-indirect-negation,sout1528-ne-,c-indirect-negation-no,no
sout1528-ne--c-direct-negation,c-direct-negation,sout1528-ne-,c-direct-negation-no,no
sout1528-ne--c-comparative,c-comparative,sout1528-ne-,c-comparative-no,no
sout1528-ne--c-free-choice,c-free-choice,sout1528-ne-,c-free-choice-no,no
sout1528-ni--c-specific-known,c-specific-known,sout1528-ni-,c-specific-known-no,no
sout1528-ni--c-specific-unknown,c-specific-unknown,sout1528-ni-,c-specific-unknown-no,no
sout1528-ni--c-irrealis-nsp,c-irrealis-nsp,sout1528-ni-,c-irrealis-nsp-no,no
sout1528-ni--c-question,c-question,sout1528-ni-,c-question-no,no
sout1528-ni--c-conditional,c-conditional,sout1528-ni-,c-conditional-no,no
sout1528-ni--c-indirect-negation,c-indirect-negation,sout1528-ni-,c-indirect-negation-no,no
sout1528-ni--c-direct-negation,c-direct-negation,sout1528-ni-,c-direct-negation-yes,yes
sout1528-ni--c-comparative,c-comparative,sout1528-ni-,c-comparative-no,no
sout1528-ni--c-free-choice,c-free-choice,sout1528-ni-,c-free-choice-no,no
poli1260--kolwiek-c-specific-known,c-specific-known,poli1260--kolwiek,c-specific-known-no,no
poli1260--kolwiek-c-specific-unknown,c-specific-unknown,poli1260--kolwiek,c-specific-unknown-no,no
poli1260--kolwiek-c-irrealis-nsp,c-irrealis-nsp,poli1260--kolwiek,c-irrealis-nsp-no,no
poli1260--kolwiek-c-question,c-question,poli1260--kolwiek,c-question-yes,yes
poli1260--kolwiek-c-conditional,c-conditional,poli1260--kolwiek,c-conditional-yes,yes
poli1260--kolwiek-c-indirect-negation,c-indirect-negation,poli1260--kolwiek,c-indirect-negation-yes,yes
poli1260--kolwiek-c-direct-negation,c-direct-negation,poli1260--kolwiek,c-direct-negation-no,no
poli1260--kolwiek-c-comparative,c-comparative,poli1260--kolwiek,c-comparative-yes,yes
poli1260--kolwiek-c-free-choice,c-free-choice,poli1260--kolwiek,c-free-choice-yes,yes
poli1260-ni--c-specific-known,c-specific-known,poli1260-ni-,c-specific-known-no,no
poli1260-ni--c-specific-unknown,c-specific-unknown,poli1260-ni-,c-specific-unknown-no,no
poli1260-ni--c-irrealis-nsp,c-irrealis-nsp,poli1260-ni-,c-irrealis-nsp-no,no
poli1260-ni--c-question,c-question,poli1260-ni-,c-question-no,no
poli1260-ni--c-conditional,c-conditional,poli1260-ni-,c-conditional-no,no
poli1260-ni--c-indirect-negation,c-indirect-negation,poli1260-ni-,c-indirect-negation-no,no
poli1260-ni--c-direct-negation,c-direct-negation,poli1260-ni-,c-direct-negation-yes,yes
poli1260-ni--c-comparative,c-comparative,poli1260-ni-,c-comparative-no,no
poli1260-ni--c-free-choice,c-free-choice,poli1260-ni-,c-free-choice-no,no
poli1260--s-c-specific-known,c-specific-known,poli1260--s,c-specific-known-yes,yes
poli1260--s-c-specific-unknown,c-specific-unknown,poli1260--s,c-specific-unknown-yes,yes
poli1260--s-c-irrealis-nsp,c-irrealis-nsp,poli1260--s,c-irrealis-nsp-yes,yes
poli1260--s-c-question,c-question,poli1260--s,c-question-yes,yes
poli1260--s-c-conditional,c-conditional,poli1260--s,c-conditional-yes,yes
poli1260--s-c-indirect-negation,c-indirect-negation,poli1260--s,c-indirect-negation-yes,yes
poli1260--s-c-direct-negation,c-direct-negation,poli1260--s,c-direct-negation-no,no
poli1260--s-c-comparative,c-comparative,poli1260--s,c-comparative-no,no
poli1260--s-c-free-choice,c-free-choice,poli1260--s,c-free-choice-no,no
russ1263-bytonibylo-c-specific-known,c-specific-known,russ1263-bytonibylo,c-specific-known-no,no
russ1263-bytonibylo-c-specific-unknown,c-specific-unknown,russ1263-bytonibylo,c-specific-unknown-no,no
russ1263-bytonibylo-c-irrealis-nsp,c-irrealis-nsp,russ1263-bytonibylo,c-irrealis-nsp-no,no
russ1263-bytonibylo-c-question,c-question,russ1263-bytonibylo,c-question-no,no
russ1263-bytonibylo-c-conditional,c-conditional,russ1263-bytonibylo,c-conditional-yes,yes
russ1263-bytonibylo-c-indirect-negation,c-indirect-negation,russ1263-bytonibylo,c-indirect-negation-yes,yes
russ1263-bytonibylo-c-direct-negation,c-direct-negation,russ1263-bytonibylo,c-direct-negation-no,no
russ1263-bytonibylo-c-comparative,c-comparative,russ1263-bytonibylo,c-comparative-yes,yes
russ1263-bytonibylo-c-free-choice,c-free-choice,russ1263-bytonibylo,c-free-choice-no,no
russ1263-koe--c-specific-known,c-specific-known,russ1263-koe-,c-specific-known-yes,yes
russ1263-koe--c-specific-unknown,c-specific-unknown,russ1263-koe-,c-specific-unknown-no,no
russ1263-koe--c-irrealis-nsp,c-irrealis-nsp,russ1263-koe-,c-irrealis-nsp-no,no
russ1263-koe--c-question,c-question,russ1263-koe-,c-question-no,no
russ1263-koe--c-conditional,c-conditional,russ1263-koe-,c-conditional-no,no
russ1263-koe--c-indirect-negation,c-indirect-negation,russ1263-koe-,c-indirect-negation-no,no
russ1263-koe--c-direct-negation,c-direct-negation,russ1263-koe-,c-direct-negation-no,no
russ1263-koe--c-comparative,c-comparative,russ1263-koe-,c-comparative-no,no
russ1263-koe--c-free-choice,c-free-choice,russ1263-koe-,c-free-choice-no,no
russ1263--libo-c-specific-known,c-specific-known,russ1263--libo,c-specific-known-no,no
russ1263--libo-c-specific-unknown,c-specific-unknown,russ1263--libo,c-specific-unknown-no,no
russ1263--libo-c-irrealis-nsp,c-irrealis-nsp,russ1263--libo,c-irrealis-nsp-yes,yes
russ1263--libo-c-question,c-question,russ1263--libo,c-question-yes,yes
russ1263--libo-c-conditional,c-conditional,russ1263--libo,c-conditional-yes,yes
russ1263--libo-c-indirect-negation,c-indirect-negation,russ1263--libo,c-indirect-negation-yes,yes
russ1263--libo-c-direct-negation,c-direct-negation,russ1263--libo,c-direct-negation-no,no
russ1263--libo-c-comparative,c-comparative,russ1263--libo,c-comparative-yes,yes
russ1263--libo-c-free-choice,c-free-choice,russ1263--libo,c-free-choice-no,no
russ1263-ni--c-specific-known,c-specific-known,russ1263-ni-,c-specific-known-no,no
russ1263-ni--c-specific-unknown,c-specific-unknown,russ1263-ni-,c-specific-unknown-no,no
russ1263-ni--c-irrealis-nsp,c-irrealis-nsp,russ1263-ni-,c-irrealis-nsp-no,no
russ1263-ni--c-question,c-question,russ1263-ni-,c-question-no,no
russ1263-ni--c-conditional,c-conditional,russ1263-ni-,c-conditional-no,no
russ1263-ni--c-indirect-negation,c-indirect-negation,russ1263-ni-,c-indirect-negation-no,no
russ1263-ni--c-direct-negation,c-direct-negation,russ1263-ni-,c-direct-negation-yes,yes
russ1263-ni--c-comparative,c-comparative,russ1263-ni-,c-comparative-no,no
russ1263-ni--c-free-choice,c-free-choice,russ1263-ni-,c-free-choice-no,no
russ1263--nibud-c-specific-known,c-specific-known,russ1263--nibud,c-specific-known-no,no
russ1263--nibud-c-specific-unknown,c-specific-unknown,russ1263--nibud,c-specific-unknown-no,no
russ1263--nibud-c-irrealis-nsp,c-irrealis-nsp,russ1263--nibud,c-irrealis-nsp-yes,yes
russ1263--nibud-c-question,c-question,russ1263--nibud,c-question-yes,yes
russ1263--nibud-c-conditional,c-conditional,russ1263--nibud,c-conditional-yes,yes
russ1263--nibud-c-indirect-negation,c-indirect-negation,russ1263--nibud,c-indirect-negation-no,no
russ1263--nibud-c-direct-negation,c-direct-negation,russ1263--nibud,c-direct-negation-no,no
russ1263--nibud-c-comparative,c-comparative,russ1263--nibud,c-comparative-no,no
russ1263--nibud-c-free-choice,c-free-choice,russ1263--nibud,c-free-choice-no,no
russ1263--to-c-specific-known,c-specific-known,russ1263--to,c-specific-known-no,no
russ1263--to-c-specific-unknown,c-specific-unknown,russ1263--to,c-specific-unknown-yes,yes
russ1263--to-c-irrealis-nsp,c-irrealis-nsp,russ1263--to,c-irrealis-nsp-yes,yes
russ1263--to-c-question,c-question,russ1263--to,c-question-yes,yes
russ1263--to-c-conditional,c-conditional,russ1263--to,c-conditional-yes,yes
russ1263--to-c-indirect-negation,c-indirect-negation,russ1263--to,c-indirect-negation-no,no
russ1263--to-c-direct-negation,c-direct-negation,russ1263--to,c-direct-negation-no,no
russ1263--to-c-comparative,c-comparative,russ1263--to,c-comparative-no,no
russ1263--to-c-free-choice,c-free-choice,russ1263--to,c-free-choice-no,no
russ1263-ljubojugodno-c-specific-known,c-specific-known,russ1263-ljubojugodno,c-specific-known-no,no
russ1263-ljubojugodno-c-specific-unknown,c-specific-unknown,russ1263-ljubojugodno,c-specific-unknown-no,no
russ1263-ljubojugodno-c-irrealis-nsp,c-irrealis-nsp,russ1263-ljubojugodno,c-irrealis-nsp-no,no
russ1263-ljubojugodno-c-question,c-question,russ1263-ljubojugodno,c-question-no,no
russ1263-ljubojugodno-c-conditional,c-conditional,russ1263-ljubojugodno,c-conditional-no,no
russ1263-ljubojugodno-c-indirect-negation,c-indirect-negation,russ1263-ljubojugodno,c-indirect-negation-no,no
russ1263-ljubojugodno-c-direct-negation,c-direct-negation,russ1263-ljubojugodno,c-direct-negation-no,no
russ1263-ljubojugodno-c-comparative,c-comparative,russ1263-ljubojugodno,c-comparative-no,no
russ1263-ljubojugodno-c-free-choice,c-free-choice,russ1263-ljubojugodno,c-free-choice-yes,yes
lith1251-bet-c-specific-known,c-specific-known,lith1251-bet,c-specific-known-no,no
lith1251-bet-c-specific-unknown,c-specific-unknown,lith1251-bet,c-specific-unknown-no,no
lith1251-bet-c-irrealis-nsp,c-irrealis-nsp,lith1251-bet,c-irrealis-nsp-no,no
lith1251-bet-c-question,c-question,lith1251-bet,c-question-no,no
lith1251-bet-c-conditional,c-conditional,lith1251-bet,c-conditional-no,no
lith1251-bet-c-indirect-negation,c-indirect-negation,lith1251-bet,c-indirect-negation-no,no
lith1251-bet-c-direct-negation,c-direct-negation,lith1251-bet,c-direct-negation-no,no
lith1251-bet-c-comparative,c-comparative,lith1251-bet,c-comparative-yes,yes
lith1251-bet-c-free-choice,c-free-choice,lith1251-bet,c-free-choice-yes,yes
lith1251-joks-c-specific-known,c-specific-known,lith1251-joks,c-specific-known-no,no
lith1251-joks-c-specific-unknown,c-specific-unknown,lith1251-joks,c-specific-unknown-no,no
lith1251-joks-c-irrealis-nsp,c-irrealis-nsp,lith1251-joks,c-irrealis-nsp-no,no
lith1251-joks-c-question,c-question,lith1251-joks,c-question-no,no
lith1251-joks-c-conditional,c-conditional,lith1251-joks,c-conditional-no,no
lith1251-joks-c-indirect-negation,c-indirect-negation,lith1251-joks,c-indirect-negation-yes,yes
lith1251-joks-c-direct-negation,c-direct-negation,lith1251-joks,c-direct-negation-yes,yes
lith1251-joks-c-comparative,c-comparative,lith1251-joks,c-comparative-no,no
lith1251-joks-c-free-choice,c-free-choice,lith1251-joks,c-free-choice-no,no
lith1251-kai-c-specific-known,c-specific-known,lith1251-kai,c-specific-known-yes,yes
lith1251-kai-c-specific-unknown,c-specific-unknown,lith1251-kai,c-specific-unknown-no,no
lith1251-kai-c-irrealis-nsp,c-irrealis-nsp,lith1251-kai,c-irrealis-nsp-no,no
lith1251-kai-c-question,c-question,lith1251-kai,c-question-no,no
lith1251-kai-c-conditional,c-conditional,lith1251-kai,c-conditional-no,no
lith1251-kai-c-indirect-negation,c-indirect-negation,lith1251-kai,c-indirect-negation-no,no
lith1251-kai-c-direct-negation,c-direct-negation,lith1251-kai,c-direct-negation-no,no
lith1251-kai-c-comparative,c-comparative,lith1251-kai,c-comparative-no,no
lith1251-kai-c-free-choice,c-free-choice,lith1251-kai,c-free-choice-no,no
lith1251-kaz--c-specific-known,c-specific-known,lith1251-kaz-,c-specific-known-no,no
lith1251-kaz--c-specific-unknown,c-specific-unknown,lith1251-kaz-,c-specific-unknown-yes,yes
lith1251-kaz--c-irrealis-nsp,c-irrealis-nsp,lith1251-kaz-,c-irrealis-nsp-yes,yes
lith1251-kaz--c-question,c-question,lith1251-kaz-,c-question-yes,yes
lith1251-kaz--c-conditional,c-conditional,lith1251-kaz-,c-conditional-yes,yes
lith1251-kaz--c-indirect-negation,c-indirect-negation,lith1251-kaz-,c-indirect-negation-no,no
lith1251-kaz--c-direct-negation,c-direct-negation,lith1251-kaz-,c-direct-negation-no,no
lith1251-kaz--c-comparative,c-comparative,lith1251-kaz-,c-comparative-no,no
lith1251-kaz--c-free-choice,c-free-choice,lith1251-kaz-,c-free-choice-no,no
lith1251-nie--c-specific-known,c-specific-known,lith1251-nie-,c-specific-known-no,no
lith1251-nie--c-specific-unknown,c-specific-unknown,lith1251-nie-,c-specific-unknown-no,no
lith1251-nie--c-irrealis-nsp,c-irrealis-nsp,lith1251-nie-,c-irrealis-nsp-no,no
lith1251-nie--c-question,c-question,lith1251-nie-,c-question-no,no
lith1251-nie--c-conditional,c-conditional,lith1251-nie-,c-conditional-no,no
lith1251-nie--c-indirect-negation,c-indirect-negation,lith1251-nie-,c-indirect-negation-no,no
lith1251-nie--c-direct-negation,c-direct-negation,lith1251-nie-,c-direct-negation-yes,yes
lith1251-nie--c-comparative,c-comparative,lith1251-nie-,c-comparative-no,no
lith1251-nie--c-free-choice,c-free-choice,lith1251-nie-,c-free-choice-no,no
lith1251-nors-c-specific-known,c-specific-known,lith1251-nors,c-specific-known-no,no
lith1251-nors-c-specific-unknown,c-specific-unknown,lith1251-nors,c-specific-unknown-no,no
lith1251-nors-c-irrealis-nsp,c-irrealis-nsp,lith1251-nors,c-irrealis-nsp-yes,yes
lith1251-nors-c-question,c-question,lith1251-nors,c-question-yes,yes
lith1251-nors-c-conditional,c-conditional,lith1251-nors,c-conditional-yes,yes
lith1251-nors-c-indirect-negation,c-indirect-negation,lith1251-nors,c-indirect-negation-yes,yes
lith1251-nors-c-direct-negation,c-direct-negation,lith1251-nors,c-direct-negation-no,no
lith1251-nors-c-comparative,c-comparative,lith1251-nors,c-comparative-yes,yes
lith1251-nors-c-free-choice,c-free-choice,lith1251-nors,c-free-choice-no,no
latv1249-jeb-c-specific-known,c-specific-known,latv1249-jeb,c-specific-known-no,no
latv1249-jeb-c-specific-unknown,c-specific-unknown,latv1249-jeb,c-specific-unknown-no,no
latv1249-jeb-c-irrealis-nsp,c-irrealis-nsp,latv1249-jeb,c-irrealis-nsp-no,no
latv1249-jeb-c-question,c-question,latv1249-jeb,c-question-no,no
latv1249-jeb-c-conditional,c-conditional,latv1249-jeb,c-conditional-no,no
latv1249-jeb-c-indirect-negation,c-indirect-negation,latv1249-jeb,c-indirect-negation-yes,yes
latv1249-jeb-c-direct-negation,c-direct-negation,latv1249-jeb,c-direct-negation-no,no
latv1249-jeb-c-comparative,c-comparative,latv1249-jeb,c-comparative-yes,yes
latv1249-jeb-c-free-choice,c-free-choice,latv1249-jeb,c-free-choice-yes,yes
latv1249-kaut-c-specific-known,c-specific-known,latv1249-kaut,c-specific-known-yes,yes
latv1249-kaut-c-specific-unknown,c-specific-unknown,latv1249-kaut,c-specific-unknown-yes,yes
latv1249-kaut-c-irrealis-nsp,c-irrealis-nsp,latv1249-kaut,c-irrealis-nsp-yes,yes
latv1249-kaut-c-question,c-question,latv1249-kaut,c-question-yes,yes
latv1249-kaut-c-conditional,c-conditional,latv1249-kaut,c-conditional-yes,yes
latv1249-kaut-c-indirect-negation,c-indirect-negation,latv1249-kaut,c-indirect-negation-no,no
