ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_IDs
hebr1245-l-specific-unknown,hebr1245,l-specific-unknown,af/sum / is / kol / sehu,,,,hebr1245-1
hebr1245-l-irrealis-nsp,hebr1245,l-irrealis-nsp,af/sum / is / kol / sehu,,,,hebr1245-2
hebr1245-l-question,hebr1245,l-question,af/sum / is / kol / sehu,,,,hebr1245-5
hebr1245-l-conditional,hebr1245,l-conditional,af/sum / is / kol / sehu,,,,hebr1245-3;hebr1245-4
hebr1245-l-indirect-negation,hebr1245,l-indirect-negation,af/sum / is / kol / sehu,,,,hebr1245-6
hebr1245-l-direct-negation,hebr1245,l-direct-negation,af/sum / is / kol / sehu,,,,hebr1245-7;hebr1245-8;hebr1245-9
hebr1245-l-comparative,hebr1245,l-comparative,af/sum / is / kol / sehu,,,,
hebr1245-l-free-choice,hebr1245,l-free-choice,af/sum / is / kol / sehu,,,,hebr1245-10;hebr1245-11
haus1257-l-specific-known,haus1257,l-specific-known,koo / wani,,,,haus1257-1
haus1257-l-specific-unknown,haus1257,l-specific-unknown,koo / wani,,,,haus1257-1
haus1257-l-irrealis-nsp,haus1257,l-irrealis-nsp,koo / wani,,,,haus1257-2
haus1257-l-question,haus1257,l-question,koo / wani,,,,haus1257-3;haus1257-8;haus1257-9;haus1257-10
haus1257-l-conditional,haus1257,l-conditional,koo / wani,,,,haus1257-4
haus1257-l-indirect-negation,haus1257,l-indirect-negation,koo / wani,,,,
haus1257-l-direct-negation,haus1257,l-direct-negation,koo / wani,,,,haus1257-7
haus1257-l-comparative,haus1257,l-comparative,koo / wani,,,,haus1257-5
haus1257-l-free-choice,haus1257,l-free-choice,koo / wani,,,,haus1257-6
swah1253-l-specific-known,swah1253,l-specific-known,CL-o Cl-ote / (none; generic nouns),,,,swah1253-2
swah1253-l-specific-unknown,swah1253,l-specific-unknown,CL-o Cl-ote / (none; generic nouns),,,,swah1253-1
swah1253-l-irrealis-nsp,swah1253,l-irrealis-nsp,CL-o Cl-ote / (none; generic nouns),,,,swah1253-3
swah1253-l-question,swah1253,l-question,CL-o Cl-ote / (none; generic nouns),,,,swah1253-4;swah1253-10
swah1253-l-conditional,swah1253,l-conditional,CL-o Cl-ote / (none; generic nouns),,,,swah1253-5;swah1253-11
swah1253-l-indirect-negation,swah1253,l-indirect-negation,CL-o Cl-ote / (none; generic nouns),,,,swah1253-6
swah1253-l-direct-negation,swah1253,l-direct-negation,CL-o Cl-ote / (none; generic nouns),,,,swah1253-7;swah1253-9
swah1253-l-comparative,swah1253,l-comparative,CL-o Cl-ote / (none; generic nouns),,,,
swah1253-l-free-choice,swah1253,l-free-choice,CL-o Cl-ote / (none; generic nouns),,,,swah1253-8
nucl1302-l-specific-known,nucl1302,l-specific-known,ara- / -me / -yac,,,,nucl1302-1
nucl1302-l-specific-unknown,nucl1302,l-specific-unknown,ara- / -me / -yac,,,,nucl1302-2
nucl1302-l-irrealis-nsp,nucl1302,l-irrealis-nsp,ara- / -me / -yac,,,,nucl1302-3;nucl1302-4
nucl1302-l-question,nucl1302,l-question,ara- / -me / -yac,,,,nucl1302-5
nucl1302-l-conditional,nucl1302,l-conditional,ara- / -me / -yac,,,,nucl1302-6
nucl1302-l-indirect-negation,nucl1302,l-indirect-negation,ara- / -me / -yac,,,,nucl1302-7
nucl1302-l-direct-negation,nucl1302,l-direct-negation,ara- / -me / -yac,,,,nucl1302-9;nucl1302-10;nucl1302-11
nucl1302-l-comparative,nucl1302,l-comparative,ara- / -me / -yac,,,,nucl1302-8
nucl1302-l-free-choice,nucl1302,l-free-choice,ara- / -me / -yac,,,,
nucl1305-l-specific-known,nucl1305,l-specific-known,-aadarun / -oo / -uu,,,,
nucl1305-l-specific-unknown,nucl1305,l-specific-unknown,-aadarun / -oo / -uu,,,,nucl1305-1
nucl1305-l-irrealis-nsp,nucl1305,l-irrealis-nsp,-aadarun / -oo / -uu,,,,nucl1305-2
nucl1305-l-question,nucl1305,l-question,-aadarun / -oo / -uu,,,,nucl1305-3
nucl1305-l-conditional,nucl1305,l-conditional,-aadarun / -oo / -uu,,,,nucl1305-4
nucl1305-l-indirect-negation,nucl1305,l-indirect-negation,-aadarun / -oo / -uu,,,,nucl1305-7
nucl1305-l-direct-negation,nucl1305,l-direct-negation,-aadarun / -oo / -uu,,,,nucl1305-6
nucl1305-l-comparative,nucl1305,l-comparative,-aadarun / -oo / -uu,,,,nucl1305-8
nucl1305-l-free-choice,nucl1305,l-free-choice,-aadarun / -oo / -uu,,,,nucl1305-5
mand1415-l-specific-known,mand1415,l-specific-known,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,mand1415-10
mand1415-l-specific-unknown,mand1415,l-specific-unknown,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,mand1415-11
mand1415-l-irrealis-nsp,mand1415,l-irrealis-nsp,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,mand1415-1;mand1415-2;mand1415-3
mand1415-l-question,mand1415,l-question,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,mand1415-4
mand1415-l-conditional,mand1415,l-conditional,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,
mand1415-l-indirect-negation,mand1415,l-indirect-negation,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,mand1415-19
mand1415-l-direct-negation,mand1415,l-direct-negation,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,mand1415-6;mand1415-7;mand1415-8;mand1415-9;mand1415-12;mand1415-13;mand1415-14;mand1415-15;mand1415-18
mand1415-l-comparative,mand1415,l-comparative,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,mand1415-17
mand1415-l-free-choice,mand1415,l-free-choice,(none; bare WH) / renhe / ye/dou / (none; generic nouns),,,,mand1415-16
apam1237-l-specific-known,apam1237,l-specific-known,-pis / (none; bare WH),,,,
apam1237-l-specific-unknown,apam1237,l-specific-unknown,-pis / (none; bare WH),,,,apam1237-1;apam1237-2
apam1237-l-irrealis-nsp,apam1237,l-irrealis-nsp,-pis / (none; bare WH),,,,apam1237-3;apam1237-4
apam1237-l-question,apam1237,l-question,-pis / (none; bare WH),,,,apam1237-5
apam1237-l-conditional,apam1237,l-conditional,-pis / (none; bare WH),,,,apam1237-6
apam1237-l-indirect-negation,apam1237,l-indirect-negation,-pis / (none; bare WH),,,,apam1237-11
apam1237-l-direct-negation,apam1237,l-direct-negation,-pis / (none; bare WH),,,,apam1237-9;apam1237-10
apam1237-l-comparative,apam1237,l-comparative,-pis / (none; bare WH),,,,apam1237-7
apam1237-l-free-choice,apam1237,l-free-choice,-pis / (none; bare WH),,,,apam1237-8
nucl1643-l-specific-known,nucl1643,l-specific-known,-demo / -ka / -mo,,,,nucl1643-1
nucl1643-l-specific-unknown,nucl1643,l-specific-unknown,-demo / -ka / -mo,,,,nucl1643-2
nucl1643-l-irrealis-nsp,nucl1643,l-irrealis-nsp,-demo / -ka / -mo,,,,nucl1643-3;nucl1643-4
nucl1643-l-question,nucl1643,l-question,-demo / -ka / -mo,,,,nucl1643-5
nucl1643-l-conditional,nucl1643,l-conditional,-demo / -ka / -mo,,,,nucl1643-6
nucl1643-l-indirect-negation,nucl1643,l-indirect-negation,-demo / -ka / -mo,,,,nucl1643-9
nucl1643-l-direct-negation,nucl1643,l-direct-negation,-demo / -ka / -mo,,,,nucl1643-8
nucl1643-l-comparative,nucl1643,l-comparative,-demo / -ka / -mo,,,,nucl1643-7
nucl1643-l-free-choice,nucl1643,l-free-choice,-demo / -ka / -mo,,,,nucl1643-10
kore1280-l-specific-known,kore1280,l-specific-known,bare WH/-nka / -na/-tunci / -to,,,,kore1280-1
kore1280-l-specific-unknown,kore1280,l-specific-unknown,bare WH/-nka / -na/-tunci / -to,,,,kore1280-2
kore1280-l-irrealis-nsp,kore1280,l-irrealis-nsp,bare WH/-nka / -na/-tunci / -to,,,,kore1280-3;kore1280-4
kore1280-l-question,kore1280,l-question,bare WH/-nka / -na/-tunci / -to,,,,kore1280-6
kore1280-l-conditional,kore1280,l-conditional,bare WH/-nka / -na/-tunci / -to,,,,kore1280-5
kore1280-l-indirect-negation,kore1280,l-indirect-negation,bare WH/-nka / -na/-tunci / -to,,,,kore1280-8
kore1280-l-direct-negation,kore1280,l-direct-negation,bare WH/-nka / -na/-tunci / -to,,,,kore1280-9;kore1280-10
kore1280-l-comparative,kore1280,l-comparative,bare WH/-nka / -na/-tunci / -to,,,,kore1280-11
kore1280-l-free-choice,kore1280,l-free-choice,bare WH/-nka / -na/-tunci / -to,,,,kore1280-7
basq1248-l-specific-known,basq1248,l-specific-known,bat / -bait / edo-/-nahi / i-,,,,basq1248-4
basq1248-l-specific-unknown,basq1248,l-specific-unknown,bat / -bait / edo-/-nahi / i-,,,,basq1248-1
basq1248-l-irrealis-nsp,basq1248,l-irrealis-nsp,bat / -bait / edo-/-nahi / i-,,,,basq1248-2;basq1248-3
basq1248-l-question,basq1248,l-question,bat / -bait / edo-/-nahi / i-,,,,basq1248-5
basq1248-l-conditional,basq1248,l-conditional,bat / -bait / edo-/-nahi / i-,,,,basq1248-6
basq1248-l-indirect-negation,basq1248,l-indirect-negation,bat / -bait / edo-/-nahi / i-,,,,basq1248-8
basq1248-l-direct-negation,basq1248,l-direct-negation,bat / -bait / edo-/-nahi / i-,,,,basq1248-9
basq1248-l-comparative,basq1248,l-comparative,bat / -bait / edo-/-nahi / i-,,,,basq1248-7
basq1248-l-free-choice,basq1248,l-free-choice,bat / -bait / edo-/-nahi / i-,,,,basq1248-10;basq1248-11
